id,context,english
maps.outlying.slots.family-plot-3.label,"Landmark name, shown when inspecting this spot on the map",[the family plot 3]
maps.outlying.slots.manor-cellar.label,"Landmark name, shown when inspecting this spot on the map",[the manor cellar]
maps.outlying.slots.manor-hall.label,"Landmark name, shown when inspecting this spot on the map",[the manor hall]
maps.outlying.slots.manor-study.label,"Landmark name, shown when inspecting this spot on the map",[the manor study]
maps.outlying.slots.well.label,"Landmark name, shown when inspecting this spot on the map",[the well]
maps.settlement-mill.description,"Map description, shown on the travel screen","[A town built either side of its own mill race. Two bridges, and a long walk if you pick the wrong one.]"
maps.settlement-mill.name,"Map name, shown on the travel screen and status panel",Millrace
maps.settlement-mill.packs.race-in-spate.label,"Variation-pack note, logged the first time the hunter arrives on this map",[The race is in spate and over its banks; the east path is under a hand of brown water.]
maps.settlement-mill.packs.wool-fair.label,"Variation-pack note, logged the first time the hunter arrives on this map","[The wool fair is on, and the stalls have shifted up toward the forge, where the buyers are.]"
maps.settlement-mill.slots.church-altar.label,"Landmark name, shown when inspecting this spot on the map",[the church altar]
maps.settlement-mill.slots.church-candles.label,"Landmark name, shown when inspecting this spot on the map",[the church candles]
maps.settlement-mill.slots.church-records.label,"Landmark name, shown when inspecting this spot on the map",[the church records]
maps.settlement-mill.slots.forge.label,"Landmark name, shown when inspecting this spot on the map",[the forge]
maps.settlement-mill.slots.grave-1.label,"Landmark name, shown when inspecting this spot on the map",[the grave 1]
maps.settlement-mill.slots.grave-2.label,"Landmark name, shown when inspecting this spot on the map",[the grave 2]
maps.settlement-mill.slots.grave-3.label,"Landmark name, shown when inspecting this spot on the map",[the grave 3]
maps.settlement-mill.slots.grave-4.label,"Landmark name, shown when inspecting this spot on the map",[the grave 4]
maps.settlement-mill.slots.grave-5.label,"Landmark name, shown when inspecting this spot on the map",[the grave 5]
maps.settlement-mill.slots.grave-6.label,"Landmark name, shown when inspecting this spot on the map",[the grave 6]
maps.settlement-mill.slots.graveyard-gate.label,"Landmark name, shown when inspecting this spot on the map",[the graveyard gate]
maps.settlement-mill.slots.inn-hearth.label,"Landmark name, shown when inspecting this spot on the map",[the inn hearth]
maps.settlement-mill.slots.kill-site.label,"Landmark name, shown when inspecting this spot on the map",[the kill site]
maps.settlement-mill.slots.market-stall.label,"Landmark name, shown when inspecting this spot on the map",[the market stall]
maps.settlement-mill.slots.square.label,"Landmark name, shown when inspecting this spot on the map",[the square]
maps.settlement.description,"Map description, shown on the travel screen","[A huddle of stone and thatch around a church, a forge, and a market square. Safe by daylight. Probably.]"
maps.settlement.name,"Map name, shown on the travel screen and status panel",[The Settlement]
maps.settlement.packs.fair-day.label,"Variation-pack note, logged the first time the hunter arrives on this map","[It is fair day, of all days, and the square has moved itself wholesale to drier ground.]"
maps.settlement.packs.washed-lanes.label,"Variation-pack note, logged the first time the hunter arrives on this map",[The autumn rains stood in the lanes and never quite left; the low ground is half water and the duckboards are out.]
maps.settlement.slots.church-altar.label,"Landmark name, shown when inspecting this spot on the map",[the church altar]
maps.settlement.slots.church-candles.label,"Landmark name, shown when inspecting this spot on the map",[the church candles]
maps.settlement.slots.church-records.label,"Landmark name, shown when inspecting this spot on the map",[the church records]
maps.settlement.slots.forge.label,"Landmark name, shown when inspecting this spot on the map",[the forge]
maps.settlement.slots.grave-1.label,"Landmark name, shown when inspecting this spot on the map",[the grave 1]
maps.settlement.slots.grave-2.label,"Landmark name, shown when inspecting this spot on the map",[the grave 2]
maps.settlement.slots.grave-3.label,"Landmark name, shown when inspecting this spot on the map",[the grave 3]
maps.settlement.slots.grave-4.label,"Landmark name, shown when inspecting this spot on the map",[the grave 4]
maps.settlement.slots.grave-5.label,"Landmark name, shown when inspecting this spot on the map",[the grave 5]
maps.settlement.slots.grave-6.label,"Landmark name, shown when inspecting this spot on the map",[the grave 6]
maps.settlement.slots.graveyard-gate.label,"Landmark name, shown when inspecting this spot on the map",[the graveyard gate]
maps.settlement.slots.inn-hearth.label,"Landmark name, shown when inspecting this spot on the map",[the inn hearth]
maps.settlement.slots.kill-site.label,"Landmark name, shown when inspecting this spot on the map",[the kill site]
maps.settlement.slots.market-stall.label,"Landmark name, shown when inspecting this spot on the map",[the market stall]
maps.settlement.slots.square.label,"Landmark name, shown when inspecting this spot on the map",[the square]
maps.wilderness-gorge.description,"Map description, shown on the travel screen","[A cleft in the moor with a beck at the bottom. One ledge path, one ford, and a great deal of rock.]"
maps.wilderness-gorge.name,"Map name, shown on the travel screen and status panel",[The Gorge]
maps.wilderness-gorge.packs.beck-in-flood.label,"Variation-pack note, logged the first time the hunter arrives on this map","[The beck is running high and loud, and everything that hunts along it has moved up onto the ledge.]"
maps.wilderness-gorge.packs.shepherds-cairns.label,"Variation-pack note, logged the first time the hunter arrives on this map","[Shepherds have moved the old stones, or the stones have moved; either way they stand lower down the gorge than the maps say.]"
maps.wilderness-gorge.slots.ambush-site.label,"Landmark name, shown when inspecting this spot on the map",[the ambush site]
maps.wilderness-gorge.slots.herb-clearing-north.label,"Landmark name, shown when inspecting this spot on the map",[the herb clearing north]
maps.wilderness-gorge.slots.herb-clearing-south.label,"Landmark name, shown when inspecting this spot on the map",[the herb clearing south]
maps.wilderness-gorge.slots.mine.label,"Landmark name, shown when inspecting this spot on the map",[the mine]
maps.wilderness-gorge.slots.standing-stones.label,"Landmark name, shown when inspecting this spot on the map",[the standing stones]
maps.wilderness-gorge.slots.wolf-den.label,"Landmark name, shown when inspecting this spot on the map",[the wolf den]
maps.wilderness.description,"Map description, shown on the travel screen","[Old forest pressing close on a rutted trail. The shortcut to the manor runs through here — when the road is watched, so does trouble.]"
maps.wilderness.name,"Map name, shown on the travel screen and status panel",[The Deep Wood]
maps.wilderness.packs.deadfall.label,"Variation-pack note, logged the first time the hunter arrives on this map",[A storm brought down a stand of elms across the middle ground; the wood has new walls in it.]
maps.wilderness.packs.wolf-season.label,"Variation-pack note, logged the first time the hunter arrives on this map","[It is a hungry season in the wood, and the packs are running larger than they should.]"
maps.wilderness.slots.ambush-site.label,"Landmark name, shown when inspecting this spot on the map",[the ambush site]
maps.wilderness.slots.herb-clearing-north.label,"Landmark name, shown when inspecting this spot on the map",[the herb clearing north]
maps.wilderness.slots.herb-clearing-south.label,"Landmark name, shown when inspecting this spot on the map",[the herb clearing south]
maps.wilderness.slots.mine.label,"Landmark name, shown when inspecting this spot on the map",[the mine]
maps.wilderness.slots.standing-stones.label,"Landmark name, shown when inspecting this spot on the map",[the standing stones]
maps.wilderness.slots.wolf-den.label,"Landmark name, shown when inspecting this spot on the map",[the wolf den]
npcs.archetypes.blacksmith.description,"NPC archetype description, shown when inspecting them","[Keeps the forge hot and the settlement shod. Strong arms, short words.]"
npcs.archetypes.blacksmith.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Blacksmith
npcs.archetypes.blacksmith.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Marta Reed]
npcs.archetypes.blacksmith.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Old Hew]
npcs.archetypes.blacksmith.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Goodman Tarn]
npcs.archetypes.gravedigger.description,"NPC archetype description, shown when inspecting them","[Digs the graves and, lately, will not look at them.]"
npcs.archetypes.gravedigger.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Gravedigger
npcs.archetypes.gravedigger.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Sexton Mould]
npcs.archetypes.gravedigger.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Digger Finch]
npcs.archetypes.gravedigger.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Quiet Tobias]
npcs.archetypes.herbalist.description,"NPC archetype description, shown when inspecting them",[Sells simples at the market and knows older arts than she admits. The right favour opens doors no key fits.]
npcs.archetypes.herbalist.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Herbalist
npcs.archetypes.herbalist.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Mother Wren]
npcs.archetypes.herbalist.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Sylvie of the Hedge]
npcs.archetypes.herbalist.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Old Nan]
npcs.archetypes.innkeeper.description,"NPC archetype description, shown when inspecting them",[Hears everything said in the taproom and forgets none of it.]
npcs.archetypes.innkeeper.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Innkeeper
npcs.archetypes.innkeeper.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Widow Hale]
npcs.archetypes.innkeeper.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Master Pell]
npcs.archetypes.innkeeper.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Goodwife Brandy]
npcs.archetypes.poacher.description,"NPC archetype description, shown when inspecting them","[Knows every trail in the wood by night. Officially, has never set foot there.]"
npcs.archetypes.poacher.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Poacher
npcs.archetypes.poacher.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Wat Snare]
npcs.archetypes.poacher.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Bess Longstride]
npcs.archetypes.poacher.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Crooked Jem]
npcs.archetypes.priest.description,"NPC archetype description, shown when inspecting them",[Keeper of the church and its records. His faith is real; his accounts may not be.]
npcs.archetypes.priest.name,"NPC archetype label, shown after their name (e.g. 'Anne, the priest')",Priest
npcs.archetypes.priest.name-pool.1,"A villager's name, drawn for this archetype when the valley is populated",[Father Ambrose]
npcs.archetypes.priest.name-pool.2,"A villager's name, drawn for this archetype when the valley is populated",[Father Caleb]
npcs.archetypes.priest.name-pool.3,"A villager's name, drawn for this archetype when the valley is populated",[Parson Grey]
npcs.deceased-name-pool.1,"A dead villager's name, drawn for a grave",[Aldous Crane]
npcs.deceased-name-pool.2,"A dead villager's name, drawn for a grave",[Goody Marsh]
npcs.deceased-name-pool.3,"A dead villager's name, drawn for a grave",[Nathaniel Pryor]
npcs.deceased-name-pool.4,"A dead villager's name, drawn for a grave",[Tamsin Vale]
npcs.deceased-name-pool.5,"A dead villager's name, drawn for a grave",[Ezekiel Thorn]
npcs.deceased-name-pool.6,"A dead villager's name, drawn for a grave",[Rosamund Leigh]
npcs.deceased-name-pool.7,"A dead villager's name, drawn for a grave",[Old Corwin]
npcs.deceased-name-pool.8,"A dead villager's name, drawn for a grave",[Prudence Ashby]
npcs.relationship-kinds.debtor.discovered-text,Log line when a relationship between two NPCs is discovered,"[{a} owes {b} a great deal of money, and both pretend otherwise in company.]"
npcs.relationship-kinds.debtor.name,Name of a relationship between two NPCs,[Debtor and Creditor]
npcs.relationship-kinds.kin.discovered-text,Log line when a relationship between two NPCs is discovered,"[{a} and {b} are close kin, though they do not advertise it.]"
npcs.relationship-kinds.kin.name,Name of a relationship between two NPCs,Kin
npcs.relationship-kinds.lovers.discovered-text,Log line when a relationship between two NPCs is discovered,"[{a} and {b} meet after dark, and it is not to talk business.]"
npcs.relationship-kinds.lovers.name,Name of a relationship between two NPCs,[Secret Lovers]
npcs.relationship-kinds.old-friends.discovered-text,Log line when a relationship between two NPCs is discovered,[{a} and {b} came up together and trust each other with anything — almost anything.]
npcs.relationship-kinds.old-friends.name,Name of a relationship between two NPCs,[Old Friends]
npcs.relationship-kinds.rivals.discovered-text,Log line when a relationship between two NPCs is discovered,"[{a} and {b} have hated each other for years, and it is more than habit.]"
npcs.relationship-kinds.rivals.name,Name of a relationship between two NPCs,[Old Rivals]
npcs.secrets.false-curse.disproof,Journal text when an NPC's secret is disproved,[The parish record is plain: the 'curse' was invented two generations back in a lawsuit over grazing rights. There is nothing in it.]
npcs.secrets.false-curse.name,"Name of an NPC secret, shown in the journal",[The Family Curse]
npcs.secrets.false-curse.text,Journal text when an NPC's secret is uncovered,"[They say {npc}'s line is cursed, and that the trouble in the valley follows their blood.]"
npcs.secrets.false-witch.disproof,Journal text when an NPC's secret is disproved,"[The 'black arts' are letters: {npc} has been secretly teaching the mill-children to read, against the steward's wishes.]"
npcs.secrets.false-witch.name,"Name of an NPC secret, shown in the journal",[Named a Witch]
npcs.secrets.false-witch.text,Journal text when an NPC's secret is uncovered,[They whisper that {npc} works black arts by candlelight and speaks with the dead.]
npcs.secrets.hidden-debt.name,"Name of an NPC secret, shown in the journal",[A Hidden Debt]
npcs.secrets.hidden-debt.text,Journal text when an NPC's secret is uncovered,"[{npc} owes more coin than two good years could repay, and the creditor is losing patience.]"
npcs.secrets.poaching-past.name,"Name of an NPC secret, shown in the journal",[A Poacher's Past]
npcs.secrets.poaching-past.text,Journal text when an NPC's secret is uncovered,"[{npc} once took the lord's deer, and a man went to the gallows for it in their place.]"
npcs.secrets.secret-love.name,"Name of an NPC secret, shown in the journal",[A Secret Love]
npcs.secrets.secret-love.text,Journal text when an NPC's secret is uncovered,"[{npc} keeps a love the settlement would never forgive, and meets after dark to keep it.]"
npcs.secrets.skimming-tithes.name,"Name of an NPC secret, shown in the journal",[Skimmed Tithes]
npcs.secrets.skimming-tithes.text,Journal text when an NPC's secret is uncovered,"[{npc} has been thinning the tithe-box for years, a penny at a time.]"
openings.conditions.a-soft-winter.body.1,"Valley-condition paragraph, shown as the run begins","[It is a soft winter, all mud and no frost, and the valley has the sulky look of a place that would rather be under snow.]"
openings.conditions.already-dark.body.1,"Valley-condition paragraph, shown as the run begins","[You misjudged the road and come in well after dark, with no moon worth the name. You will be working close tonight, and close is where the disadvantage is.]"
openings.conditions.an-open-winter.body.1,"Valley-condition paragraph, shown as the run begins","[It is an open winter, the roads hard and clear the length of the valley. You can get about, which is not nothing — most of this trade is getting about.]"
openings.conditions.at-dusk.body.1,"Valley-condition paragraph, shown as the run begins","[You come in at dusk, with the light going amber and then going altogether, and the valley folding itself up for the night rather faster than it needs to.]"
openings.conditions.expected-and-provided-for.body.1,"Valley-condition paragraph, shown as the run begins","[Somebody here has done this before: a room held for you, and on the table a stoppered bottle of the right sort, put by without being asked for and without anyone taking the credit.]"
openings.conditions.first-light.body.1,"Valley-condition paragraph, shown as the run begins","[You come in at first light, which is the honest hour to arrive somewhere — early enough to be seen doing it, late enough not to wake anybody.]"
openings.conditions.fresh-from-another.body.1,"Valley-condition paragraph, shown as the run begins","[You are barely a fortnight out of the last one, and it has not finished with you yet. You still check doorways. You will do that for a while.]"
openings.conditions.high-summer.body.1,"Valley-condition paragraph, shown as the run begins","[High summer, and too hot for the time of year. The stock are in the shade and the flies are at everything, and the smell reaches you well before {place} does.]"
openings.conditions.incurious.body.1,"Valley-condition paragraph, shown as the run begins","[Nobody much minds that you are here. That is worse than suspicion, in its way — a valley this used to bad news has been getting it a while.]"
openings.conditions.known-by-reputation.body.1,"Valley-condition paragraph, shown as the run begins","[Somebody here has heard of you, and has told the rest. The version that reached them is flattering and wrong, and you will be corrected out of it by about Thursday.]"
openings.conditions.openly-glad.body.1,"Valley-condition paragraph, shown as the run begins","[They are glad to see you, openly and a little desperately, and you have learned to distrust that. Glad people expect to be saved on a schedule.]"
openings.conditions.the-deep-of-winter.body.1,"Valley-condition paragraph, shown as the run begins","[It is the deep of winter, the part with no give in it, and the light gone by four. Everything out here is hungry, and hungry things come further down the valley than they otherwise would.]"
openings.conditions.the-middle-of-the-day.body.1,"Valley-condition paragraph, shown as the run begins","[You come in at the flat middle of the day, when a place has nothing to hide behind and shows you exactly how it is doing. It is not doing well.]"
openings.conditions.the-road-behind-you.body.1,"Valley-condition paragraph, shown as the run begins","[You did not come here cleanly: there is a matter two valleys back that involves people prepared to travel. They will not come into the settlement, but the roads between are theirs as much as anyone's.]"
openings.conditions.the-thaw.body.1,"Valley-condition paragraph, shown as the run begins","[The thaw is on. Everything is running — ditches, gutters, the fields themselves — and the whole valley sounds like something being poured away.]"
openings.conditions.the-whole-day-ahead.body.1,"Valley-condition paragraph, shown as the run begins","[You come in with the whole of the day still in front of you, and the light as good as it gets here — which is not very, but it is honest. You will see what there is to see.]"
openings.conditions.unwelcome.body.1,"Valley-condition paragraph, shown as the run begins","[Word went ahead of you and it was not kind — a stranger come to make trouble out of a run of hard luck, decided before you opened your mouth. Everything you want from these people you will pay more for, and nobody will sell you so much as powder.]"
openings.conditions.wary.body.1,"Valley-condition paragraph, shown as the run begins","[They are wary of you, which is sensible of them. Doors do not shut as you pass, but they are held, and the holding is the message.]"
openings.conditions.wholly-unknown.body.1,"Valley-condition paragraph, shown as the run begins","[Nobody here has heard of you, which is restful. You get to be exactly as good as you turn out to be, with nothing to live up to and nothing to live down.]"
openings.conditions.your-kit-in-order.body.1,"Valley-condition paragraph, shown as the run begins","[You came in with everything where it should be: powder dry, ball counted, nothing left behind at the last place. A small thing to be pleased about, and small things are most of what a hunter gets.]"
openings.openings.gathered-while-walking.body.1,"Opening narration paragraph, shown as the run begins","[You did not come into the valley empty-handed. There had been one stop on the way in, and it had been worth making.]"
openings.openings.given-a-direction.body.1,"Opening narration paragraph, shown as the run begins","[{npc} met you on the way in and gave you a direction, which is more than most will give a stranger and considerably less than you are going to need.]"
openings.openings.nobody-sent-for-you.body.1,"Opening narration paragraph, shown as the run begins","[Nobody sent for you; you heard it third-hand at a market forty miles off, a valley losing people and calling it accidents. So you have no fee and no authority — but whatever is here has not been warned.]"
openings.openings.noticed-on-arrival.body.1,"Opening narration paragraph, shown as the run begins","[{clue} caught your eye on the way in — not enough to stop for long, enough to know where you will be going back to.]"
openings.openings.passing-through.body.1,"Opening narration paragraph, shown as the run begins","[You were going somewhere else. You are not going there now: one is a story, two is a coincidence, three is a pattern, and you have never once been wrong about the third thing.]"
openings.openings.pressed-upon-you.body.1,"Opening narration paragraph, shown as the run begins","[{npc} had business with you before you were properly arrived, and you came away from it carrying something.]"
openings.openings.read-it-on-the-way-past.body.1,"Opening narration paragraph, shown as the run begins","[You stopped at {clue} before you were properly arrived, on the sound principle that a hunter who walks past the first strange thing is shown the second at a worse moment. What you read there is in your head now, and the valley cannot unsay it.]"
openings.openings.sent-for.body.1,"Opening narration paragraph, shown as the run begins","[The letter reached you at Wenlock, folded twice and written in three hands. It says: come. It does not say what for — that much they will tell you to your face, or not at all.]"
openings.openings.talked-at-on-the-road.body.1,"Opening narration paragraph, shown as the run begins","[{npc} found you at the ford before you found the valley, said it all in a rush, and was away up the bank before you could ask a second question. It is not proof — but it is yours already, and nothing that happens here can take it back out of your head.]"
openings.openings.the-last-one-left.body.1,"Opening narration paragraph, shown as the run begins","[There was a hunter here before you, and the parish is vague about what became of him in the particular way that means they know exactly. His kit is still in the inn's back room, and nobody will meet your eye about it.]"
openings.openings.the-parish-pays.body.1,"Opening narration paragraph, shown as the run begins","[The parish put up the money, which means the parish has decided this is real, and has known it rather longer than anyone will admit to your face. They will be polite, and helpful, and not quick.]"
openings.openings.the-road-in.body.1,"Opening narration paragraph, shown as the run begins","[You came in along the drove road at first light, past a byre with the door off its hinges and nothing living inside it. Whatever walks here has been walking a while.]"
origins.ancient-curse.counter-flavour,Flavour shown when preparing the reagent that counters this origin,"[You quench the work in hallowed water. Against a thing this old, only what the parish blessed will hold an edge.]"
origins.ancient-curse.description,"Origin description, shown in the case report and grimoire","[The evil is old. Its signs lie in parish records, weathered stones, and dreams that are not dreams. What was cursed long ago is undone only by what was blessed long ago.]"
origins.ancient-curse.name,"Name of a case origin, shown once proven",[An Ancient Curse]
origins.bitter-betrayal.counter-flavour,Flavour shown when preparing the reagent that counters this origin,[You temper the work with earth from the wronged one's own plot. A debt answers to the one it was owed.]
origins.bitter-betrayal.description,"Origin description, shown in the case report and grimoire","[The evil is fresh, born of a wrong done between the living. Its signs are grudges, whispers, and blood not yet dry. Only the soil of the wronged will settle the account.]"
origins.bitter-betrayal.name,"Name of a case origin, shown once proven",[A Bitter Betrayal]
origins.broken-covenant.counter-flavour,Flavour shown when preparing the reagent that counters this origin,[You bind the work with the seal of the broken compact. What was promised and withheld gives the work its bite.]
origins.broken-covenant.description,"Origin description, shown in the case report and grimoire","[An old obligation, kept for generations and then broken in living memory. Its traces read like a curse and like a betrayal both, because it is the ruin of the one becoming the other. The compact's own seal is what answers it.]"
origins.broken-covenant.name,"Name of a case origin, shown once proven",[A Broken Covenant]
recipes.binding-charm.description,"Recipe description, shown when inspecting it in the crafting menu","[Sew grave-dust and moon-herb into a caul, steeped in what this evil's beginning demands, to strip the risen dead of their shadow.]"
recipes.binding-charm.name,"Recipe name, shown in the crafting menu",[Sew a Binding Charm]
recipes.cold-iron-pin.description,"Recipe description, shown when inspecting it in the crafting menu",[Beat bog iron out cold — never let it see the fire — and temper it against what this evil's beginning demands.]
recipes.cold-iron-pin.name,"Recipe name, shown in the crafting menu",[Draw a Cold Iron Pin]
recipes.iron-charm.description,"Recipe description, shown when inspecting it in the crafting menu",[Beat two pennies into a warding knot. Old wives praise it; monsters do not notice it.]
recipes.iron-charm.name,"Recipe name, shown in the crafting menu",[Hammer an Iron Charm]
recipes.silver-bullet.description,"Recipe description, shown when inspecting it in the crafting menu","[Melt true silver over the forge and cast it about a lead core, then quench it in what this evil's beginning demands.]"
recipes.silver-bullet.name,"Recipe name, shown in the crafting menu",[Cast a Silver Bullet]
recipes.wound-draught.description,"Recipe description, shown when inspecting it in the crafting menu",[Steep moon-herb with bitter-root into a physic against torn flesh.]
recipes.wound-draught.name,"Recipe name, shown in the crafting menu",[Brew a Wound Draught]
schemes.hidden-design.description,"Scheme description, shown in the case report and grimoire","[The deaths are not the point. The villain is assembling something, and pays desperate men to guard the work.]"
schemes.hidden-design.major-event.name,Title of this scheme's major clock event,[Witch-light at the Manor]
schemes.hidden-design.major-event.text,Log line when this scheme's major clock event fires,"[Witch-light burned in the old manor through the night, and something was carried out before dawn. The design nears completion.]"
schemes.hidden-design.minor-event.name,Title of this scheme's minor clock event,[The Fouled Font]
schemes.hidden-design.minor-event.text,Log line when this scheme's minor clock event fires,"[The church font is found fouled with grave-earth. Whatever was done here at midnight, the priest cannot meet your eye.]"
schemes.hidden-design.name,"Name of a villain scheme, shown once proven",[A Hidden Design]
schemes.hidden-design.preempt.blunted-text,Log line when the pre-empted scheme event fires blunted,[Witch-light guttered at the manor and went out. The figure you spoiled cannot be redrawn in a night; the design stalls.]
schemes.hidden-design.preempt.name,Name of the opportunity that pre-empts this scheme,[Break the array]
schemes.hidden-design.preempt.prompt,Prompt shown before taking the scheme pre-emption,"[Chalk, iron filings, and candle stubs laid out in a figure across the floor. Half-finished — and a half-finished figure can be spoiled.]"
schemes.hidden-design.preempt.reveal,Journal text once the scheme pre-emption is taken,"[You scuff the chalk through, pocket the filings, and kick the stubs into the dark. Whatever was to be finished here must be begun again.]"
schemes.reign-of-fear.description,"Scheme description, shown in the case report and grimoire","[The villain means to rule this valley through terror, and every death feeds its legend.]"
schemes.reign-of-fear.major-event.name,Title of this scheme's major clock event,[Death in the Night]
schemes.reign-of-fear.major-event.text,Log line when this scheme's major clock event fires,"[Screams in the dark. Come morning a villager lies dead behind a barred door, and the settlement is mad with fear.]"
schemes.reign-of-fear.minor-event.name,Title of this scheme's minor clock event,[The Torn Shepherd]
schemes.reign-of-fear.minor-event.text,Log line when this scheme's minor clock event fires,"[Word runs through the settlement: a shepherd has been found on the green, torn apart. The killer grows bolder.]"
schemes.reign-of-fear.name,"Name of a villain scheme, shown once proven",[Reign of Fear]
schemes.reign-of-fear.preempt.blunted-text,Log line when the pre-empted scheme event fires blunted,"[There were screams in the night — but the watch held, lanterns burned, and by morning every door still had someone behind it. The terror does not feed.]"
schemes.reign-of-fear.preempt.name,Name of the opportunity that pre-empts this scheme,[Stand the watch]
schemes.reign-of-fear.preempt.prompt,Prompt shown before taking the scheme pre-emption,[The settlement is frightened into its houses. Frightened people alone are prey; frightened people together are a watch.]
schemes.reign-of-fear.preempt.reveal,Journal text once the scheme pre-emption is taken,"[You walk them through it: lanterns at the doors, men in pairs, nobody alone after dark. They will not be easy meat tonight.]"
schemes.the-calling.description,"Scheme description, shown in the case report and grimoire","[It does not kill so much as gather. One by one the valley folk walk out of their own doors at night and do not come back, and something at the end of the road is counting them.]"
schemes.the-calling.major-event.name,Title of this scheme's major clock event,[The Third Walker]
schemes.the-calling.major-event.text,Log line when this scheme's major clock event fires,"[Two more gone in the night, and a shepherd swears he saw them on the high road walking abreast, in step, none of them speaking. The tally the thing is keeping is nearly made.]"
schemes.the-calling.minor-event.name,Title of this scheme's minor clock event,[The Empty Bed]
schemes.the-calling.minor-event.text,Log line when this scheme's minor clock event fires,"[A cottage door stands open to the weather and the bed inside has not been slept in. No struggle, no blood — only footprints leading away, unhurried, in a straight line.]"
schemes.the-calling.name,"Name of a villain scheme, shown once proven",[The Calling]
schemes.the-calling.preempt.blunted-text,Log line when the pre-empted scheme event fires blunted,"[Two walked out in the night — and came to themselves at the trail's edge, cold and bewildered, the road that called them gone quiet. The tally falls short.]"
schemes.the-calling.preempt.name,Name of the opportunity that pre-empts this scheme,[Throw down the route-stones]
schemes.the-calling.preempt.prompt,Prompt shown before taking the scheme pre-emption,"[Stones set at intervals along the trail, each scored with the same mark, each placed so the next is just in sight. A road laid for people who are not choosing to walk it.]"
schemes.the-calling.preempt.reveal,Journal text once the scheme pre-emption is taken,[You lever the marked stones over and grind the scoring off against the trail. Whatever was reading this road as an invitation will find it goes nowhere now.]
ui.action.aim,Action panel: aim so the next shot cannot miss,[Aim (sure next shot)]
ui.action.binding-charm,Action panel: press a binding charm on an adjacent revenant,[Press Binding Charm]
ui.action.buy-ammunition,Action-menu label for buying powder and ball from a trader,[Buy powder and ball from {npc} [2 coin]]
ui.action.consecrate,"Menu entry: consecrate the ground, costing a day",[Perform the consecration rite (spends a day)]
ui.action.cost-suffix,Suffix on an action label showing what it costs,[ [{cost} {pool}]]
ui.action.craft,Action-menu label for crafting a recipe at a workstation,Craft: {recipe}
ui.action.dossier,Action-panel row: open the case dossier,[The case]
ui.action.draught,Action panel: drink a healing draught,[Drink Wound Draught]
ui.action.faces,Action panel: open the faces and relationships screen,[Faces & ties]
ui.action.fire-flintlock,Action panel: fire the flintlock,[Fire flintlock]
ui.action.fire-silver,Action panel: fire a silver bullet,[Fire silver bullet]
ui.action.grimoire,Action panel: open the grimoire,Grimoire
ui.action.interact,Action panel: interact with whatever is here,Interact
ui.action.killing-blow,Action panel: finish a wounded or held enemy,[Killing Blow]
ui.action.look,Action panel: enter look mode,[Look around]
ui.action.name-quarry,"Menu entry: accuse, combining the proofs gathered",[Name your quarry (combine the proofs)]
ui.action.next-in-sight,Action-panel row: put the cursor on the next thing in sight,[Next in sight]
ui.action.open-grave,Action-menu label for digging open a grave,[Open {grave} [1 Physical]]
ui.action.power-attack,Action panel: a heavier melee attack,[Power Attack]
ui.action.record,Action panel: open the event log,[The Record (log)]
ui.action.resume-walk,Action-panel row: pick up a walk that was interrupted,[Walk on]
ui.action.set-snare,Action panel: set a snare on an adjacent tile,[Set Snare]
ui.action.sprint,Action panel: sprint several tiles in one action,[Sprint (move {tiles})]
ui.action.talk,Action-menu label for talking to a villager,[Talk with {npc}]
ui.action.travel,Interact-menu row for taking the road out of a map,[Take the road to {place} — it spends a day]
ui.action.unavailable,Fallback note on a disabled action row when no specific reason was given,[Not something you can do right now.]
ui.action.valley,Action panel: open the region map,[The Valley (map)]
ui.action.wait,Action panel: pass a turn,Wait
ui.action.walk-to,Action-panel row: walk to the tile the cursor is on,[Walk to the mark]
ui.blocked.already-opened,Why a feature cannot be opened: it already has been,[Already opened.]
ui.blocked.already-warded,Why the consecration rite is unavailable: ground already warded,[This ground is already warded.]
ui.blocked.costs-coin,Why buying is unavailable: not enough coin,[Costs 2 coin.]
ui.blocked.missing-items,"Blocked reason when a recipe's ingredients are short, listing them",[Missing: {items}.]
